Date      ,Symbol,ListingMarket,OpeningCross,ClosingCross,IntradayCross,
01/02/2015,PCMI  ,             ,         203,         600,            0,
01/02/2015,PCO   ,             ,        2877,       22256,            0,
01/02/2015,PCOM  ,             ,         200,         300,            0,
01/02/2015,PCRX  ,             ,        1760,       14934,            0,
01/02/2015,PCTI  ,             ,         400,         400,            0,
01/02/2015,PCTY  ,             ,        1157,       10286,            0,
01/02/2015,PCYC  ,             ,        4098,       24513,            0,
01/02/2015,PCYG  ,             ,         280,        1200,            0,
01/02/2015,PCYO  ,             ,          73,        2300,            0,
01/02/2015,PDBC  ,             ,         300,           0,            0,
01/02/2015,PDCE  ,             ,        6771,       13792,            0,
01/02/2015,PDCO  ,             ,        6015,       59780,            0,
01/02/2015,PDFS  ,             ,        1550,       10201,            0,
01/02/2015,PDII  ,             ,         300,         128,            0,
01/02/2015,PDLI  ,             ,       42809,      132566,            0,
01/02/2015,PDS   ,             ,         400,           0,            0,
01/02/2015,PEBO  ,             ,         415,        3294,            0,
01/02/2015,PEGA  ,             ,         900,        6734,            0,
01/02/2015,PEGI  ,             ,       16910,       15420,            0,
01/02/2015,PEIX  ,             ,       12570,       25133,            0,
01/02/2015,PENN  ,             ,       10935,       23292,            0,
01/02/2015,PENX  ,             ,         265,         800,            0,
01/02/2015,PERF  ,             ,         100,           0,            0,
01/02/2015,PERI  ,             ,        2200,        1792,            0,
01/02/2015,PERY  ,             ,         650,        3369,            0,
01/02/2015,PES   ,             ,         100,           0,            0,
01/02/2015,PESI  ,             ,           4,         400,            0,
01/02/2015,PETM  ,             ,        8033,       30278,            0,
01/02/2015,PETS  ,             ,        1207,        2764,            0,
01/02/2015,PETX  ,             ,        1248,       17450,            0,
01/02/2015,PFBC  ,             ,         485,        1457,            0,
01/02/2015,PFBI  ,             ,         102,           0,            0,
01/02/2015,PFBX  ,             ,          50,           0,            0,
01/02/2015,PFIE  ,             ,        5382,       17618,            0,
01/02/2015,PFIS  ,             ,         117,         670,            0,
01/02/2015,PFLT  ,             ,        2978,        3387,            0,
01/02/2015,PFMT  ,             ,         514,        9622,            0,
01/02/2015,PFPT  ,             ,        2268,       12863,            0,
01/02/2015,PFSW  ,             ,         184,        1300,            0,
01/02/2015,PGC   ,             ,         194,        5368,            0,
01/02/2015,PGNX  ,             ,        7512,       26645,            0,
01/02/2015,PGTI  ,             ,        2752,       13112,            0,
01/02/2015,PGX   ,             ,           0,        1000,            0,
01/02/2015,PHIIK ,             ,        1196,        1101,            0,
01/02/2015,PHMD  ,             ,        3446,        2701,            0,
01/02/2015,PICO  ,             ,        1330,        4116,            0,
01/02/2015,PIH   ,             ,          20,           0,            0,
01/02/2015,PINC  ,             ,         797,        6494,            0,
01/02/2015,PKBK  ,             ,         137,           0,            0,
01/02/2015,PKOH  ,             ,         465,        1462,            0,
01/02/2015,PKT   ,             ,         562,        1318,            0,
01/02/2015,PLAB  ,             ,        1981,        6703,            0,
01/02/2015,PLAY  ,             ,         601,       10464,            0,
01/02/2015,PLBC  ,             ,         100,           0,            0,
01/02/2015,PLCE  ,             ,        1516,       19533,            0,
01/02/2015,PLCM  ,             ,       31443,       62268,            0,
01/02/2015,PLKI  ,             ,         952,        5551,            0,
01/02/2015,PLMT  ,             ,         193,        1212,            0,
01/02/2015,PLNR  ,             ,        6241,       15772,            0,
01/02/2015,PLPC  ,             ,          34,         331,            0,
01/02/2015,PLPM  ,             ,         300,        9000,            0,
01/02/2015,PLTM  ,             ,          55,           0,            0,
01/02/2015,PLUG  ,             ,       56605,       87123,            0,
01/02/2015,PLUS  ,             ,        5252,        4200,            0,
01/02/2015,PLXS  ,             ,         640,        8633,            0,
01/02/2015,PMBC  ,             ,         100,         100,            0,
01/02/2015,PMCS  ,             ,        6280,       55094,            0,
01/02/2015,PMD   ,             ,         130,           0,            0,
01/02/2015,PME   ,             ,        1513,         550,            0,
01/02/2015,PMFG  ,             ,        1575,        2600,            0,
01/02/2015,PNFP  ,             ,         704,        8552,            0,
01/02/2015,PNNT  ,             ,       47146,       31057,            0,
01/02/2015,PNQI  ,             ,         866,           3,            0,
01/02/2015,PNRA  ,             ,        2127,        7347,            0,
01/02/2015,PNRG  ,             ,         369,         200,            0,
01/02/2015,PNTR  ,             ,           0,         570,            0,
01/02/2015,PODD  ,             ,        6620,       26296,            0,
01/02/2015,POM   ,             ,           0,         129,            0,
01/02/2015,POOL  ,             ,        3292,       11321,            0,
01/02/2015,POPE  ,             ,           0,         100,            0,
01/02/2015,POWI  ,             ,        1171,       13206,            0,
01/02/2015,POWL  ,             ,         338,        5744,            0,
01/02/2015,POZN  ,             ,        2233,        6084,            0,
01/02/2015,PPBI  ,             ,         417,        2510,            0,
01/02/2015,PPC   ,             ,       15827,       35072,            0,
01/02/2015,PPHM  ,             ,        7027,       41744,            0,
01/02/2015,PPT   ,             ,          80,           0,            0,
01/02/2015,PQ    ,             ,         200,           0,            0,
01/02/2015,PRAA  ,             ,        2685,       11172,            0,
01/02/2015,PRAH  ,             ,        3304,        5946,            0,
01/02/2015,PRAN  ,             ,           0,         200,            0,
01/02/2015,PRCP  ,             ,         201,         600,            0,
01/02/2015,PRFT  ,             ,        1203,        5815,            0,
01/02/2015,PRFZ  ,             ,         331,          17,            0,
01/02/2015,PRGN  ,             ,        1700,         233,            0,
01/02/2015,PRGO  ,             ,         700,         100,            0,
01/02/2015,PRGS  ,             ,        1895,       13656,            0,
01/02/2015,PRGX  ,             ,         575,        3887,            0,
01/02/2015,PRIM  ,             ,        4156,       17427,            0,
01/02/2015,PRKR  ,             ,        3705,       11292,            0,
01/02/2015,PRLS  ,             ,         100,           0,            0,
01/02/2015,PRMW  ,             ,         350,         100,            0,
01/02/2015,PROV  ,             ,         200,         500,            0,
01/02/2015,PRQR  ,             ,         926,         660,            0,
01/02/2015,PRSC  ,             ,         568,       10191,            0,
01/02/2015,PRSS  ,             ,         400,           7,            0,
01/02/2015,PRTA  ,             ,        1525,       10137,            0,
01/02/2015,PRTK  ,             ,         100,         187,            0,
01/02/2015,PRTO  ,             ,           0,        1100,            0,
01/02/2015,PRTS  ,             ,        1000,         114,            0,
01/02/2015,PRXI  ,             ,        2445,         100,            0,
01/02/2015,PRXL  ,             ,        5019,       24386,            0,
01/02/2015,PSAU  ,             ,         701,         100,            0,
01/02/2015,PSCC  ,             ,           3,           1,            0,
01/02/2015,PSCD  ,             ,           1,           2,            0,
01/02/2015,PSCE  ,             ,        2705,           0,            0,
01/02/2015,PSCF  ,             ,         335,           0,            0,
